"Strings","Encrypted"
"This mirror, however, is movable, and the desired object appearing in focus on the ground glass, a lever is pressed downward which raises the mirror to the top of the box, where it automatically releases a focal-plane shutter (see beyond, under The Shutter) directly in front of the plate, when the image-bearing rays, before intercepted and reflected by the mirror, are registered on the plate, from which the slide had previously been drawn.","NYSCzqgUOZ7Th7Vr3MEqCQb/7RSRp8rLwtrHJobIKsoAUIbghf6Z8nY0soAuSG3pXSQNnsmV35REn4FPl4UNWlLLeEKqJtq7jOPZgvR7vK+t6JbTp8b8KMYgB737814uGr4povPLFXxVyWto5R6GB4Io6A96pR6/ITWJ+VjTZDrhmfnYaSxWStjvAnxmGDc3NA69v5NvKqE9v1Zvj2YulMoBDAphGczGpPuQ0X3w6wQtFAT6m/OPdDPcuWiP2QBl4N5VLy7yGKGoBC720EsPk80ImdxU6TFsQsBkyKBDszQgLzWq7XPgHUmsDYYXnnUuqW03+NJRDVXYrjnfFxQgTp5qQIiGPiA7dW+fVDNSJ6J7tii08OXCwXlhtpvadsmLSYlcv4taMMvA8FAg65KRn5oczrI4eFfkt2FcSYBAXHUKwMeGj5cxT8fZ7Fjy0iKNok18AARn7djvaP1vJDmJxwddAeZL9NfuVo5eNgvuLbYDcmD3iMZqEYCNTy2wnhvLYTmuv8CuBYVRDq2hh9SteCSXHxu/A8DO8IUxtjFHpgIqyl85teQGteU8RgQObNOZ1RCZ3YQi/J3ItkX0XQ7pwA=="
"When the focal-plane or curtain shutter has been set and the slide drawn from the plate holder, this camera is like a cocked gun, which may be fired the moment it is sighted; or, in other words, the exposure may be made the instant focus is secured.","IWy1HWvjJJz/FjZv1TseMVD99BMyHYWg/QLomT3SBYso1MBmJ2CkjAXjYRtIrBHVfJbSrxJse6el2yiwqwyQMe2XvWaqlfF4NrrW82AADP1BYsz3qbAbV6DHkXzrHOO+GipGpzgcpmY6W9jodFzWS97GtcB5RnPwVuRlrUbWARqaA4qxa+Be2jmqtLgOJPy6W8Edb/Zb4n/r7wnoP6QYVx/S7AZG711Ygdqyv60hsiQStdzco4DuyuXEAiYq+u3LEhoP6w5brfA+Dq/YitXl73+5+YltMljd/O9i+tkLppt+06AvTq227no4MMorBf6WEEWfcKtx0/xLAIlpXvBJJg=="
"With this camera one may take advantage of any offering opportunity to secure a picture of a bird or beast when afield, and this fact, by increasing the possibilities of an outing, adds greatly to its pleasure.","6ZSoi5Dh1LVacW4YyYh9pBDzn5m2FOvpkL5X+SNHswtSjMURujaxr5UW9pWMakVbO97h4ejRgxQokpf9XnE/OyeM7PZZn0ceZEWKqQ2psYqr4tUYdfu1KwY9Q8t8V0fESujPdkU713Z3GVnHshuDZTssesjVHszYr4huY3TYFguCkhyYwxFSBo88NZe6uU3yWVStG9z8ZRaplsxLkFNpt7Qg/OcB44HZvHOgO/sCDiaLNLRYxwKy04wZ2kFldn0B+ovhmuLAQ8+zeZS7oxDgIjb/ExafDC6/"
"Rowley has so designed this camera that it may be used from a tripod as well as in the hands; but when the tripod camera is to be left, perhaps for hours, hidden near some bird’s nest, I prefer to employ the long-focus for this purpose, and retain 10the reflecting camera for possible use on the birds that so often approach closely when one is in hiding.","mauR89CBLr5EkIwQ8l14mTjiuAlTSlCM5bqE5ro9W/KRkoU36+i5hNfmEBbmZ42BFYk1CubEkRsTEtD4UqKpZWKEc1MeV+xpnpAyhemlVTpGfFhLKUpNI3qMjfSb/RKEkr/cu9EEUtxz+bJvUFH0aE8i2oUrweB0KGdZiybH581R1Qn9vpJ9XhuNXqkOgBYH7qzTfB38+02ra9NvhF0s1JLfID3k6FM/+4FYq19viiWz9EnnUfGBF9nUJQ+P/bTBkqzJ38fH9FlHQZouIZAL0D0llC+qNzh8FZ66kHsebuFuOzH8MYHXV8xRALQRXmXG6YaRYMQTw8i0l1XQr/aHMJ4I3MWhabeL1a2rKTVOKs0Ghtf8t2MvYZBp6Dt8X1CQ96Gb5w1WS7yvMWfgC3kgF1oTifSA8u7zzo4WkF7wCQWVn5EtYWyz/W+Xt4LACJsibmczi5Uom9JZbIR9hQaHEOUAJ21FwuHw"
"—Professional photographers differ so widely in their opinions of the relative qualities of the various makes of lenses now on the market, that I approach this subject with diffidence, and, without presuming to offer advice, present the results of my experience both as to lenses and the requirements of the bird photographer.","X0zx3fBY6U7qwZrJuYRrgZ00uyvJ87kneus8a2q4l3m1TqRb3y3uTw/hkXkQdNZVBc4JTNXuN1o61AjrbpO3I03bxOgg+7wcCO8XfWcSQlLVk4A0WBEkyb4akGJBLRIYSxR+RoT08oneJPw9rl+4DinwVl0a1Ijhlxs4srmOb0eDmzBT0atsDt5IA11LSIZHlmXaCH+OFfRlNH0DBLdbREB04zJWrNpjbPvSi/qjS5RUGRSLUrBLz5rMSm22jvR8SBDpDh4Xb+S3K8oP2UGp7A0nzQtdWkyZjIQpuNGEuDpm2KN7C+jaRlIrHcbCxj2YMqwdkRL8aMwOu8gjdk5Rh23TcHy+qfo1zJoRkf+GitfHmop3UIrAG6jeTrsRSpM5MMsXWwie6xF5d3u4kLf2COFsUL/Rmd13XilHsYZVUXnYSNV89w1t1kmHUjUyo5ld"
"For nests with eggs or young birds—subjects which may be approached closely—a six- to eight-inch-focus lens forms a large enough image, and at the same time gives depth of focus and sharpness of definition without the use of the smaller diaphragms.","mMTTfZrzOZki8RfvEQ6kJ7hjmTPsXWr24PCIdYFlvOhkJtSxZM0vTttN/zshomErdipIjWcBqOfhJXpWeXv9ectPkKUnvXvruGP+zPKiasXodIoMCvC3HXzQ38kDW+EK19IqWCj7pXTMEMMrL59fFMacNw71Nn879EbOdQjrmWA7y2OGSAqbBOVLY4lLgDzpPpvs3oYFkts5Q4ZmwOf4Z7AXCLe0/HZ5guznFRr8WFbl3Wh7NWNffpvol9yPG0VRY/zQ8D1r/Lu7TG7ixek/vtyi2Px807KENHDy5eCT6IKQi7DhBnqB8Sp+1moP6m7vC1l5eZxBEy53tZkUM62o7w=="
"In photographing birds, however, it is generally difficult to get within “shooting” distance, and at least a fourteen- to sixteen-inch lens is needed in order to secure an image of sufficient size.","ClpYg9bq6lGaeW36HXD5YdOpNohb21vsqtyQoHcVyqE9HywbfcIujEFgWWy49eBUVs+mbCAvR48d+pKCLCLlGMoYB+8PxZVMUxn5mhNHPr152utymuihwv7bdj26lRqeLvGRWxJyevg6KnycXAP8lQ9XzvA+GlEXW9P6t7dVMZbzb7nM/IYFFLQyha+X++5z6fSnrbQR9htEDJCxAcYRN39i5sCzv6ftobre26thfyIkC3i0/en3EhMOWBZ9E8Me/uWcuSHRlglLAIlpXvBJJg=="
"Depth of focus is here, in my opinion, not desirable, and the focal point—the bird—is brought out more clearly by the fusion of all the objects back of it into a uniform background.","G8rTGI3kxYb2S6aRVQ7XR7aMKKBu2Hsl7koURA8XDpv0HA2QcnLUW9OUP24CzTbMiITVmqdrU9l8CeeiUlBK7htqr+x/Km/Pu52BHzWO+ouRwtuQT06QN3RdRtVPR90Z7m27/V2CkOnlIF5tj27YSuTSsShQ9c0oYtY8ynrie7YedewFIbOfGunZ/hWQxEy2gu8fLTPl+siVAAdkTqEZ0vd+zqVZTrk4Gi2NEwH1pGy97UlLGEOFiEsAiWle8Ekm"
"When a bird, either young or old, is the subject, great speed may be required, and sometimes under light conditions which severely test the qualities of the lens.","Psar2ZGZjylfKPDj783LTmaJ0Bqmpg24FHD+U+Hb17FFQ+WtZYJcIBTxm8nYsGl1dKwaQM5O60oQfgMhZG6Y9wyH3rG1C2oLg2lpRKSIMAAgwALTGhEaNnjSiy0+QMj00dwtZFVJ7XiEzWcFR186jZ/u4m4igAKmvMIf8gWfmffUNyImByPr/2TJfC7HbeCWCi9fjBhQhdRIzswid6PzJLsw3zOvi+hV"
"To fully meet these demands of distance and time two lenses would be needed; but, aside from the increased cost and the inconvenience of 11using two lenses, the great size and weight of a long-focus lens are drawbacks.","FSbYnC0RDRfJOEU71PWF0908P8LcFQsX596nTKW5yrhVzO4Sm92EStr0rKc8mv8ncwGxuSMEZEgBwAlIUdlNFm4rPj8PLSuSiALfEHY+so6hLqH7zJSZy832mhMfc5a8l3id7Sruaep1BW3vF1GDWhujzuAXdDF84ehYp4yF6TjLashQ1lmUutuqSWD2/VYqcwGxuSMEZEgpASwixu4hY5962UWrFjWxDeo0F5J7SzuAIwk9dsIZUK3zwMd9o/ObGez9I8c7kMVRt85BR+3+xJmTFVl3S6HQuzDfM6+L6FU="
"These objections are largely overcome by the use of the symmetrical lenses placed in most of the long-focus boxes, or, if expense be not considered, by a “convertible” lens.","CSLrGEJgWx4LMHmiUFyvq91UIyYltl+FzpO4ezU6kfz6SdWcrTfHllsAp5T61CmFTdvE6CD7vByFxRWeZy/SuyId2KAztbHf403bqhvmtZ6SHzWyGY/Xa5pExUsXKvs16l1H54jBThg55az1vhsTf22OhX9nNE6MHW4K4OYZoyoigaqpv2jgeYHFBqqmStekv3qYezmh2KrH7zN5CzluppWZlIQ3/y/y+CS6Cc8ZFT1LAIlpXvBJJg=="
"The combined focus of the front and back lenses is seven and a half inches, of either of the lenses alone, fifteen inches.","4qqdeiyoSm6/V/R/UpJkMLC3kaBLvkZfnl70TdMVSyzeUZ+9snSbTT95Yb90xvJKgBTIdIrkpBQlN10KrdWiIawnsUX9pCJJXgoaEwLZ3Dj/S1zuuD8v8kjOzCJ3o/Mk0ff2daFmapzZ9Fd0G7bZTs4jDukD063uuzDfM6+L6FU="
"The single lens therefore, the distance being the same, gives an image double the size of that cast by the two lenses together.","OCWNV1S9AdeqrsDEWrMa32MaI87CiSk5NGrdCDjlkq9VzO4Sm92ESjI/1qOyRAg2U4Y9FY7WIzjOjWwyqqIdzunKyeCG/vZChmDUygxyOx6HBVUc8rQbOhGrFl2GD9v2fb/9lGunctAnsGSaU6nhL4alhrGMCAabnCgIfTpppVk="
"The “convertible” lenses of various makers are also separable, and where the rear and front lenses are of different foci three focal lengths are obtainable.","wRiqJogIkRx2u42xGX6MwTBWYEOSlvSL/Vk8NKJMD0XmqI91OrwCbgDxTO5rT/KLood9xYbM6f0Al0HWpA8ofj0/MzMNJrlv5osdkxg1HpRfQK0VICGUuqHgZL69PdmHfr/kcdECKUJxZtUpF+0RpP0t4ZAurCkC9BY0P0XQ7+GYmEWBSyrh65R1CpDrqGUO8kWo4Pw7hzDNo6BmRj5gykmHUjUyo5ld"
"In a bright light, or where great speed is not required, they do not seem to be as superior to the trade lens as the much higher price would lead one to expect.","zR5t3IvifIwS7vvI2wSvaq/yPusN9OP3W+75WzbYJ+uyqekhMqotW2t/UZFOyqk8jFgQO+dIXyofphWja28gLbnpgWA0kdHwPFXBNZywvPq3ELgk47prUAN4PtaK4qLsvrO1i3GM8dUgZ4skSuk8oQBtApr7RroX+SfUQ0mF8R/wryTLo4QfJZptc32OfIICllPE80XHJj+kkuVTTRrie0mHUjUyo5ld"
"But in dull days, or in the shadow, or where extremely rapid exposures are necessary, their superior qualities become evident.","6qz48sfCYVCpKvW8nFAF46eHHb6nyQv1AZB2kUbet/xwjFYi4B55myfeZGh7kPVIyd/0LwxBG+isvqJ33zTNZ6lYpappgMOQYmuFJbR1os+wKW7QakhVJevfLgDj0TUV65caXkzEWZl6afUO+L0OFmalXMif3qQW+napPxP1wR4="
"My experience with these convertible lenses has been limited to the Zeiss Anastigmat, Series VII a, of which I am now using a No.","Griq+uXjDBO98hYQIieysrOE3mocrfciQotSrrp+05lia3+kQpPkAOwFNomKt4C5g92cSM9Eiu3LtcxL5B6eoR7lyowBsstTTefyK02Yw5YmfcZOZ0aJSosaST+OrTLzAJDUT4TWIi3yIRZ2efUrvPe0jXOanmMmgIjbvEFzHy9LAIlpXvBJJg=="
"10 with a combined focus of eight inches, the front and rear lenses both having a focal length of fourteen inches.","A7aaUqJiscOEtpOAbIuQMSGfcX2qSCXMNk1Bq+BFpEphMherTMSxhSuYVGzi0pSEEz4LVYtfqtjzIZxClth6kea+gRqLKxLfDVLwCBxAdwLzNHARkHD64csbJ6/rCwxGbyWThR0OuLTOIw7pA9Ot7rsw3zOvi+hV"
"This combination is preferred to one in which the component lenses are of different foci, because of the 12greater speed of the two when combined, and furthermore, because, being of the same focus, they could, if occasion arose, be used in a twin-lens box.","daU7tI5LR2zKV3sHAzDXzGPJoOpAoDC7gIJjke4XlfDYdFFvJUHhbOpoFZWmakdLShtYMLQzA41Vk9itSmQYNOVpAJKsfzEbdOwLBizROfN3LQVkMkPI2SYdxz3W6qMVkIuw4QZ6gfETgOtQZZJ6ON+UH5oL78sgTdvE6CD7vBynDQg9iDoHuH8y7FnJeNG+knF+H5Ro1Q1Cg70l3pxgKPTZPnP0JPMP++97Vz9bzsFarYlkacfWMwb2K74GPRMT7H+tEWefIsdrh7tbSPi5nz1VTDCET4UnLnkyTIfzTxsL+pjRaNLyA5rdhywqucBiChh4spkZNQ6nwXY5uFEPMUmHUjUyo5ld"
"With the former the most rapid exposures can be made successfully, while the latter are sufficiently fast to permit of ordinary instantaneous work.","3rGqr2ll1iSfvhxOpLH1D1HCGxjBhbzTw3OBca7rSgl6A8WUCCjm69qDuigQEa++394jaClzCkkt9DSAB7sxzRGTKfvDTq7/y5UxZ4v+N8P30HsUcfEJGxIFEqoHEExKZoh3lej7cCrIdi8EC8MdWKw7sfg5bRDaJxAJMxeCyg+sXThtTFKiHs7Ytf7yi0T7grx2SRrYd0M="
"This lens is stated to cover a 5 × 8½ plate, and when in use on a 4 × 5 camera gives a high degree of illumination and perfect definition.","RBzrnAKMlFLalYq1b81v6RGuIA+E3b/5E0NTa+rgphvip66HWuGU8+vFGykBS5VaYdhWcJ4pz95Y6N6Efc573s24Zrm2JtXWllE6wSs6E+QDbp6313AowR8pVYguhUJqA6ZQFC7j8cdQC+7/rtflHLC1ZACmQboyKadxKkEUSsnSQCR0jHihDvP2JVtMh+Up"
"Its disadvantages are lack of speed, an exposure of at least one half a second to a second being required at F.","xTfVmg3Q5AbuawCyz83QGs/cFbEbZ2QAW1Op3hqIeGacFbCTip9n5TGjDNmWY6YeDsVfd1+mFbGqmh1nZ5aIJkJv1eclgVARQ/Iezc5HyQjgzwtP7cFrkx+sjSuXTdY6797CcljUrAj2V+nntK5Bfg=="
"8 in bright sunlight, the necessity of extreme care in focusing, and of absolute rigidity of the camera at the time of making the exposure.","vP8s3Qn97zZ5Za+yZ7Jf2t26dTwCGS2bx8zMm1RB1jvbFafjP72ji7MScdGIfGbuud2OZDzKVxVamelRD+ZjTv6Cecnn5wclxB4xjI0GJKu65e4FcX5Y7opFUOSpe9104ILHUYbaafDIKm3AFIt7XE+Ck9nB7kJqkcpqF1AfBI+AzPX4egz4hKXZNvijXjHG"
"In short, the telephotographer needs more time, both before and after pressing his bulb, than the bird photographer is often accorded.","E/6a1S0Ny8aui4Ar9Naj65GOIGD2XedmpRfKutiy+Dtb1HOSwc2hMtZYk5sCxW9nvh1J3ktS4u5WAzViVfG3ZC0XlJ2G84BzMNlQGGCCj5DKEyJjvtej26EEcIZldDhFteKlCP8NPoDYfrVgXeHNThliNzSv+HyVsUtGyCOnkJp48tpSpAUT0Q=="
"However, with such subjects as nests high in trees or on cliffs, Herons and other shore-inhabiting birds, Ducks on the water or Hawks perched in leafless trees, the telephoto will be found serviceable.","Nz1WySVpd1E+CpXN0NHvbGwVXTAN2nskeu4zI9ZDd7OkjwXwT6qKLls4Xh82DAiFNffyOx225E6TtLmZtP/qAcIA87XLNvlEW0dSWUmDeaxIl6/AH7Itr+iihAA0qQroj/COeAFquXsEf9rrpp/YLUDTAjZwwjWrYqqdy6EHg/C310prfYWrS/oxCAcuz769WVqHecth9UY+gGp8dsSNiASfBH1oyArTG4UOu74OCKNg6KhkU7n/1AXBmVRCQHix4VLDA3Ejo9hLAIlpXvBJJg=="
"Negatives are frequently secured in which the figure of the bird, while small, is sharp, when, by enlargement, a desirable picture can be made of what in the original was too small to be easily distinguishable.","+rYqZ4ZBg2VQoa9QZwN3oCIUcV98VekYEEWfcKtx0/yamgpZ4jXU8yl8ZNSVbJUUn6HY0/nQuaJuf5CiIPtadeuTNiw5jBbixvapjWY60ZRPqVuMMkY8pKVcoQxianaB03vBLXFxwEYqAlQ/ppA2PIcMoPP/B9qHNutStOHsYfDlMPV37YU85CLVYkDsPysFWqlEvghjc6s+7aucisIfU5Rgjj93bmDTAi242/4v6q/zHC25VtL9HFimP5D/mrYcaB3Qs6eqiyEjEYprgU1m1Db/ExafDC6/"
"An increase in size of two diameters is possible from any fairly sharp negative, but if the object be in perfect focus an increase of four diameters may be made.","1IXTG4qK/38TyqeF5KqZGoC/LxbxbNd1w3G/7GPzHPNiXCgjFpJJpuzjEX19T8Bwb32oHxnXp4JiFOhZ3+O/eEEOmmfwDcX4Y8Dwmj6NdyMGr2Jkr+laFenZ/hWQxEy2uAmjUxqhd3L+iZRoiYkApuM9bkCNoVv25h/T17hUNux9bZ7m8puJIqHxL+pYxkJUfsqZJAGpDxjpxdYAq+8Jl0sAiWle8Ekm"
"13These enlargements may be made with an enlarging camera or with the aid of a Nehring enlarging lens, which is placed between the front and back lenses of the view lens, when, with the ordinary long-focus camera, a magnification of about four diameters may be obtained, the image being thrown on to a piece of bromide paper in the plate holder.","b6pPRui2JLT9dzB3JFZ+E6OX4rgXcBHO6cXWAKvvCZc1u6cZWaC7RSW/jVb9KPjh1a2rKTVOKs0xcs3pNXtQnU1GrpCZPWQyZSLNEiYod2xjZzar2PL/clbAnd52kSgtDYmrl47sG7iMJxi2zS/XgLTinECvYZknI92gb7oSq7glo+rj1CJE4tocElAOEngvO+UEmkSTJ5lN28ToIPu8HJ64Q3ySl6Nx4Aw1vXxwAPHGkPHG2IGjperPA4nmZl+1znrkv/qnu78puGe1v1IZjEoO57zJTdeDdXEBbL6BtTjN2KXHImF+C6X6x0pF09+yrtUx/yCaiD312JHiI4prbC2n2QXSVNJh3ThYi/nsoKnA8FAg65KRnwR57S29Lfp5wTjnSnYE4AFIHHyw+GBGsqbETxPINgkJ365krfAbIEEzyZjf8Ot6lfOxvTw7zuJc0VWqaN+mQwxLAIlpXvBJJg=="
"Through enlargement many apparently worthless negatives become of value, and in some instances pictures can be made from different parts of the same negative.","xrXQOzWthuv9dzB3JFZ+E0P0EKBsMHzWY4FrjxAN/GMs7WlY3bLrXfYVqY72X4qW8BcFGBKSS2YitYq6eIhUrA4Z/lFvx+9YcUfRCBPZPMgz0iwO4HiPSLvz3j4MydZ8txBcS/MfyRNlGkGQNLhW4QNWINAR49695ozFcNpKSWq6CN+hvtwyYk3bxOgg+7wcuZR2+8UzmyBppyEg5Cocdg=="
"It gives deceptive results, and those who are not familiar with its powers are apt to accord the photographer undue praise for his apparent skill in successfully approaching some bird or beast which may have been far out of range.","EGHD9BmQgxPuqtiGKKPMq9KMBi5uMoERClGMD8qIdHXKKBclHVeAXSRVndJHecDqMg2MckdCi2VXA6wdGQ6B86Hn7EnGzeP/ChaPeKgGWbmF00xCMUgIE+rMfhKCPQWOTToTY4BOJhAolFe7qnMXoCtYb0AFONqhCfak+mL6MyNnlV1T9JN7v+lWZ9uGSTQ4RQKu7v926tct9DSAB7sxzXggYkVyrLULqdin6ggb+jNITFRp8ycQjytSum7ZJD6eyUwLHB8hvz03pQ9iA1AZVcXG1i+deg+E+BQQWpajtc2bpqrYpABJxA=="
"As a matter of information, however, it seems eminently desirable to accompany all enlarged pictures by a statement of the extent of their magnification, and throughout this book this plan is followed.","R423pff2QyxVEZSYmk2wPk1gMXTxCMzLFjDYD+nRHJte5ryjjxgjk7emNG9zMTvgyeRcWc3HHSYWuKoRbY4KcYehw+HKCA3dznZ9a/YqbrwHqDAbcCuruthbfdTejrNHGj22LDm4+oaKgNjY8wT1JuHsbarKDisfxOND/sm1quqaRMVLFyr7NSlp3iLG629ry5dsyi4ATIEAUIbghf6Z8rl0nJUjhpb26Wv44o8yREhhOnBwm6lEYaKiKvHbaWSWYd+9BzZA0jJLAIlpXvBJJg=="
"Consequently, when there is no mention of enlargement, it may be accepted as a fact that the print from which the reproduction was made was obtained from the negative by contact.","Z8P8HXbNtYgVDutY48fkqbmBSCMhFxI11vmk3VgfnlSMhCnJzEU5T+SCBvxG/8wjvYEim+iiI5y4dN3SwIrTl1uXhu+gWL1st3YK+UreL/TOW1U9CqLmJAp3QN3FibNhf/wA7wLINXXqaBWVpmpHS5+TN2dGko8/mKFD7xeectkxmXZxg3XKbmppbC2r5rmTQn3rzB07dvWpn+lBsUrXS/gGvkCQqL1fYteDeCLZYmD75JKkp6C1MA=="
"In illustration of these suggestions in regard to the proper lenses for bird photography, a series of pictures is presented which shows the results to be 14obtained under the same conditions with different lenses.","HtFWtuo+djRJbkfsp7V+iaO2p806AlD5ZpDINYn3j+6aCz2q5Q9Kvw5Kz6G47fkwGhUu/dyoLBcI5FsV3oTbQLv6Nb8H4RuTCxGY5oQSnbZt57Y3lGJbhYoGHkUfdXd4UPb8CN1v+btdmTqywxqDpHPwsJCpIYWUkhht20fQL7o1hOGW46WcKX/kKDTak5YmjVUG5BsKSwpUrSt4gmf3S9Yj0UOWhRA/l+CSjkOH2p5K4y/JZbGDIMmB+3NNfka4JCvAZVqU2ptDQya7VKbaki6e3g8+4j7f"
"Placing a mounted Flicker (Colaptes auratus) on a fence post, and setting up my tripod at a measured distance of fifty feet, a series of test exposures was made, of which three are presented as follows: First,2 eight-inch lens (Zeiss Convertible Series VII a, No.","bNRIelhvMdvaLXSZoagSL16I6ajsuHoqtvBbW8cYuD5RX9/ek9ZZfci8hmX71syXjClQguKuWPVmLA7FqNcij3B/hzVbSEll4VandRo8VBXoOcwc8xUaM4REO418OtRw/YOHquug+vRkT/fk/OR4lMiTqZeKjp0/pC/tyPwWfAH+DqoGYzFfSgH29ab03gzAvyv/XdC6lmGYGWeiTB2iK58sdRAaMn2LADT903zSpyxUiDWCQ/oM5aw2Am0yLj2Lt1hlXhcp8RiB7edg/kzvXI+2YpKCpAS5sSVICiA6mXdJO9mHXgPS76juMpk9juqVBxZCWW7nxNWLGkk/jq0y83VMy9G91meH"
"Commenting on the results of these tests it may first be mentioned that in the “Unicum” shutter employed exposures of a so-called “¹⁄₁₀₀” and “¹⁄₂₅” seconds gave exactly the same results both with the combined eight-inch lens and the front fourteen-inch lens; the actual time, however, was doubtless not far from ¹⁄₂₅ of a second.","KQGJ4AMNw77CiveV2wgCHOM8Cwvjck2jGDym7tyMJHkRrFjuhMS+1RFysBHw1F+koKOZqrNx+YSBivZyC9yQM2oOh79/JoyP27fz0N049mV3Bc65X4hsBe7mFQjpvk73ZpaVtWcCFj5zKaweEqnimG3Y8DLXGRYWTHIV6DltAZGkmtLDfGZq1JdqBcuuttnmfla2STBF/fcUiEG1hnedWmTZgFNi6AVbLM0cFMT9HZIG64HHtdvOXuqUYiK+EV4JXS5w+sFfBDLwHDfU+1prb7FnAq8FpRYShgT7IZnzz/RnOaBzsIdvSFw4FXyt1v7e5Q/Q5cigGWJAwRktd11D4YhcesjMuseOOiE1SWPF78Yiiim69BweepBSN2l4cmDuxXtG+oHpP9FoUilqASXYdmrrXRip+AlbxzBErJvQmAD2KxN12lAn5h/CqLNDksvZyX2bBkFrJy7moTe4w2cpiRnTrDcMFEu2BNHA17CfCvo="
"Continuing our comparison, 16we observe that the eight-inch gives a fairly wide field, excellent depth of focus, but a very small image of the bird, for which alone the picture has been made.","wblNegsdwD+OrDwJTWzRtNMiUH04w16s4sR59rHOcezbv4Yr7k11S169exGuc+cE0wC7HRDs4yZ9wIlBeD/PRZeUQXOv8XMefmXUfXsNb4Gh2paU/Or7V3LZeIIspjONSZ2xc10+X/u/kXNfxH5wB1HZw0n2sd8g8q06NnCWj2VavMkf/y2+OMoBDAphGczGABRunWdns1Af/3dXLsrIaB8jkxQnxI9WZggPnGkzgzgWPDlISesl2mxKwsGjEX6y"
"With the fourteen-inch we decrease the extent of the field nearly one half and almost double the size of the object pictured.","3rGqr2ll1iQPV87wPhpRFxhyYnsMaiaW172UzxdKiIIV3lIKy6ejFbmI+cn6v/ioDSiyCac0luwj4bZoUBN98p21zcu+Uyl/4i1qaixHwiaej4m9SYjqwuKnralPVPtckLthOTrCdtTSiZYHaao8I4TtwBk0QasDhbo010x5xXk="
"This, however, has been done at the loss of depth of focus, not even the first of the line of posts running directly into the background being sharply defined, while with the eight-inch all are in focus.","inigDPXYgz6IeVAUJuWDNvm1J756DSFV84u3bLMKnR1IYt9rm/yrMt4CYwSEXAvPIBTCe/yfV9T/MkOmHKSTjmyEw2nJMfY8s6/d0ZYwVAa92ZDZEVIlecaaHRRmQ7q1rXZCOgYXUKfVK74xe0nImne5jFam6zR67tyXcSWpywW97UlLGEOFiFouCk1EWORwCXr41dSr7P8z4isn3GLySXBZ3A9VT+/ADXOFlR+o96spzsiTNbRNVXMdtfyuf6L7+0SeqKl7jIkZ0oIboC6r6Q=="
"The telephoto gives an enlargement of about six diameters of the image thrown by eight-inch lens, and three diameters increase of that of the fourteen-inch lens.","B9RYhSEvJTh9ljyz9iD9pPIMMjBMIvVHHbTxCivoQs/UhqSC11rwYz1M2mCu45w4Bl56yRx/hEwYPKbu3IwkeVjwdIvyA+6Yh2pEZojZEDrTALsdEOzjJuigvEhVjqahAFCG4IX+mfJ2kQ9lnBEGCNPs9YO6TIp2JXsMU8YIIRuxqpQeRXNiP2tO63gMqqPV3D1tZ9SMyibooLxIVY6moUsAiWle8Ekm"
"Having now made three good negatives in the field, we may, by enlargement, improve on the image of the bird obtained.","rPiqlpOIXkbii3EtEfwezK/HeADuXG30vD1qHkK8xFwe+qSquQvkr631GdnSX3xDNDaWKmiCOE6/nJAnYPUOKkVJ1jQ6oH6cfRorjQspGa5jg6fuc1yCs525GJVxmSt1ygEMCmEZzMYez8mYvpqTY2rAEf43CWK9"
"The possibilities in this direction are clearly shown by the three enlargements accompanying the contact prints from their respective negatives.","/2T6PQd+HVyEnDlXM63D+twxYeV38H6qWexhwXOVPaKmqsN/GqmcvnIdxUPLkQpA7fOSh5zfdithiJjJ6cRMjCE2g8S5UH70imX6ulNZJjddaorVYMODw3BGv3T+duszt/Bf3WC1bN4mVzD75j1Ybs32mhMfc5a8Nd2sHKg8yCHefT5ruxc+9e7KElpWitsjSYdSNTKjmV0="
"In each instance the enlargement is about three diameters, and the telephoto negative of course furnishes the most satisfactory picture.","6VzTZJZl1nMFOMvAleOftt2C2n6Il80JREDs0CPZL/51OMuo2DpaTF433fbIr/LbBl56yRx/hEzyuxKNiQw0Iph3gFE1ERREYH1LOZKz9iUh14hEK8iVM7hVIuKMbLfN8dlq2KcbaJjZNADRQ7Oo9LaXAGlTDXRNXZSX8LTnowwXxhCF6VaC60mHUjUyo5ld"
"When the difficulties of telephotography are considered, however, and the ¹⁄₂₅-second exposure of the fourteen-inch lens, which permits of hand work, is compared with the one second of the telephoto, we believe that for general work in photographing 19birds a lens having a focal length of at least fourteen inches will be found the most satisfactory.","IWy1HWvjJJxWz6ZsIC9Hj9RrNUxwGjGeI91+urMa5Pht57Y3lGJbhQsD2i4vQ9uuOOmbF4eRXZVq610YqfgJWwBQhuCF/pnyDYeoETlUpODTN5M9UHE//2xr9M00VRTUIJ883K4lUgthkB33VqcK/XDpdQkzccJKBNGfn/akik7JIgFgb5lvMOwpcFwoB7XvzlwhpTnVzAxoR6qbseH5rVTVUYwMO3omxpDxxtiBo6Vq//J8CeJWtK8505um1kDHIMLO4OZgqf4q4rrzdPrOMUQOk0ask++uCgdFPSzpwAPtpJfSpR0ymNlFZ/8Z67i4s7l4xl7PkiOaeW36HXD5YZ8EbmUzWQ4z3tDgKnv+k1uum3SVsbis+lW3Lvu3miL/aNKLc4BY87oNgZkU+xFts8fm/v5RJOx2ziMO6QPTre7Jhk6jZ7g9feMNPTZwknHJUcIbGMGFvNNhSn/vRL1yI+aBQAu3wb2P"
