"Strings","ECC_signed"
"Have you tried the new restaurant?","b'0F\x02!\x00\xaa\xa9\xf1\xca$\x17\xde\xeb\x8b<\xefVSq\x95F\xb0\xf1W@\x93\xfa-\xdbZ\xfb\x80\xb8\x9e\x1ag\xe2\x02!\x00\xedD.\xfe\x8c\xec\xd6d\xa3P\xc4Db\x11\xbeS\x86p\xd2\x81\xaf\x10q,\xd0\xd2\xc2\xc9\tDQ\x1a'"
"How do you spend your free time?","b'0F\x02!\x00\xad\x9d\xae\xba\x8ac3_\xfe\xaf\x93\x1a\xe7F\xb1s\xc8\xa2[\xb8\\\xbc\r\x88\x85\xc0z\xee3%o\xec\x02!\x00\xf0\xe81\x8e\x8e\xce\xf7 8\xc3\xd0\xdd%\x82\x8d\x16&\xd7\xf0\xd0\xaf\x08\x04\x99\x89!\x13\xf3\x1cI\xcc\xfa'"
"What is the best way to get to the airport?","b'0E\x02 m\xa5\xae\xac\xb4OS\xeb\x14\x13\xbf\x9f\x17\x9e\xed\xf7Lp\x0b\nC|\x13.hz\xad\x17\x1f\xb1\xed\xd0\x02!\x00\x92\x06J\xb4\x90\xae\xab]]\xab\x1b%O\xce\xce\x08B\xddI\xc5o\xd7\x9bS\x1b\xd6\x92\x16\t\x03St'"
"Want to come visit the first site already under way?","b'0F\x02!\x00\x83\xc8)\xbe\xe0\xd4\x96[F\xb0\xea\x19\xa5\x86\x9cU}\x94\xf4>dj[Bxr+\t\x1a9\xb2\xd9\x02!\x00\xa3\x1c\x15\x94\xff\x16s\xbdS\x150B\x0e54\xac\xe0\x15\xae\x0f\x93\xdbM\xd5\xe4\xee\xa5\x10\r\xdd\xbaQ'"
"Musk is spearheading Trump's government efficiency efforts and will closely advise Trump on spending.","b'0F\x02!\x00\x88\xe6\xb2\x99\xb3B\x06w(\x00\xc2E\xfa\xea\xc2\xec\x17Y@!\xe4\xe8\x99W\xe6z\xb6c\x8b\xcfo\x03\x02!\x00\x82\xe8\xc2\xfb\x19nP\xb2pZ\xcazDW\x9b\x0c\x9f\xe7\x0c\xc9*J\xc3\xf6\xa0`z\x88\xa6\x02\xaf\x01'"
"What is AI, how does it work and what can it be used for?","b'0E\x02 d\xe12V\xa03\x7fI\xa5L\x7f\x7f\xc9\x80\x93\xe2\xa0.\x1e9k\x19\x0b\xaa9^\x88\x1e\xb6\xaa-\x8f\x02!\x00\xd3a\xdf\x84\x9di&\x12\xc1\xae#\x9b|M_\xc1\x043\x01o`\xa5\x1b\x037\x05\xb1RZvo\x0e'"
"Mushrooming demand OpenAI has long called for more investment into data centres for AI.","b""0D\x02 \x0fb\xfd\x1b\xc1I\xcf\x85\x1bm\x03\xe33\x10\x8a8\x14\xcdaQ\xa6\x08\x88\xb8\xe4_~\x0b\x01#\xbdq\x02 \x17\xaa\x8a[\x88\xd9J'\xc9G5l\x19:\x8bn3t\xb1f\xc6~\x0f@\x8f@\xee\xd7l\xa1I*"""
"HELIOS was also designed to disrupt the intelligence and reconnaissance sensors on enemy vessels.","b'0F\x02!\x00\x98\x84\xe4\xff\xc0?k\xab\xda0$v!\x8c\x08!\xcbG\xff\xd6\xfci\x15\x88\x9c\x02p\xf4\x01\xf9\x97\x17\x02!\x00\x85\x8e\x86\xa4\xabQ\x0ft\x17\x87\xfd\x05\xc48\x1ay#\x0e!\rP\xa8\xb5zz\xc1\x06\xbe\xaf\r\xbf]'"
"The US Navy conducted the first tests of its drone-kill laser weapon","b'0E\x02 >^\xa6)\xe0\xb9\xccC\xdf\xfd.pi\xf3S\x90~\xad#J9\xf7&\xa2\x94\xfa\x81M\x82F \xa3\x02!\x00\xa94\xc2\x8c\xdcsP\xeem\xf8{""U`\x87y]\xcb\x86-Q\n\xfc\x92\x06aq\xbdd\xf5_\x13'"
"Free IELTS Master Class - MSc In Supply Chain Management - Check Eligibility For Free","b'0E\x02 >\x168\xfe%\xd4;\tf""\xdb\xbfn\x04\xdfmO\xbc;\x93d%\xf2i \xfe\xef\xcb\xad\xc1Q6\x02!\x00\xae\xbf\x1cS\x15\xa1c\x8e\xa2\xb4\x0bg\xd9\xa5\xe8\x82c~\xa9\xcaP+9^\x8b\x85:\xd3\x82- \x86'"
"The US Center for Countermeasures (CCM) released details on the testing, SWNS reported.","b'0E\x02!\x00\xfd!\t\x8d\xbc\x81jqD>:J\xb4\x003\x86\x07r+\xc7/\x85\xdc\x1eV>\xb0\xd3\xe2\xd6\x80^\x02 \t\x8e\xa1&Wy\x85\xd0\x82j5}]+~\xf2y\x12c\n""\'\xde\x06\xdc~\x9e\x9f\x8a\xb4\xc4\xe5'"
"'Image a thousand of these things coming over the horizon right at you,' Andreessen said.","b'0F\x02!\x00\x8f\x9f\xd9\xa8\x8ek\xd4\xb5&^x\xa1\xff\xb2\x8d\xfd\x1d\x1a\xcfJc\x99\xbe\x18H\xf2\x1b\x18\xaf\x02\x0eB\x02!\x00\xec0\x0f\xa7 Lhux\xc3\xc8a\xcd\x91\x04\xdc\xcf\xb7\xd5\xfdGCR\xc7\x9f\xda\xb5:{\x87\xd7\xf4'"
"'Part of it is simply the speed of processing,' Andreessen explained.","b'0D\x02 YM\x1b\xcb\xda\x0f6f\x19\x87\xf1rZ\x90\x1fs&6\xe5^\xed[\xe6""\x15]\x8a\x19>\xf3\xfei\x02 N\xa9PX\xcb""\xbb\xcd\x19\xe0\xaa\xae\x00\xfc\xc0\x1a~.\xc9\xfc\xfc\xbc\xe1J\xac~\x95\x883\xb9\xef%'"
"—There are certain matters, such as a bird’s song, its time of migration, etc.","b""0E\x02 q*\xd1\xf6\x8a6:\xf0WJ\xdb\xc1\xa2\x0e\xda\xf4T:+\xd4\x85t3H\xdc\xd4\x8b\xd2\x10c\xe4\xce\x02!\x00\xd4\xd6\x82\xaf\xc3\x0f\xf4\x11\xc3\xdf\xd1\x03ig\xd9\x02\x97{\xd9P\xb0\x12\x00p\xd8}Pj\x97\xf6B'"""
", lined with finer materials,” we have a faithful delineation of the nest itself.","b'0E\x02!\x00\xa2\xc8i\xd3HU\xd5\x11\xd5\xaf\xc6)(U\x8e\x8a`\xf8b\xc8\x95\xf0\xbd\xa8\x04\x93\xa0 \xa3\x9a2G\x02 [F\xdcC\xd4\xf6\xae|\xfc\x96e\x86:H\xb9\xc7\x15\x85\x93\xfd\xe0B\xcf\xda\x8e<\x9fpj\xb9t\x1b'"
"From Wild Life at Home, how to Study and Photograph It, by R.","b'0F\x02!\x00\xfc\xd0\\ &\x8am\xac\x19)\xe32\xa8{\xd4\x0b5\xfe2\x17\x96\x81\x1cOX\xb6\x85\x1ee\xdc\xbf\x1b\x02!\x00\xf3W>\xd28\x83\xcd\xe3\xe7\xa1@U\xe4M]s\x8e4_\xe2k\xa3\xfed\x9f\x1d\xf7\x82\xe3\xae;]'"
"In this type of camera two lenses of equal foci are employed.","b'0F\x02!\x00\xd8\xc2\x12m\xdbb\xd0\x03\xd8\x802\xbaLc\xb4\xb7\x95\x95\xa0\x97$\x8a\xa7\xa1\xc3\xeb\xa6d\xd1V\xcc\xfb\x02!\x00\xf06\xfb\x9a\xbb~QU\x9al`z\xc4\x13w\x83\xf7F\x98\xeaR\xf9V\xfb\t\xa4u\x04\xb2=EU'"
"They are set one above the other in bellows, which move as one.","b'0D\x02 \x1d\x05O\xf8\xf6p\x80RD\xef\xe0\xb7K \xaa\xb1~\x03H[\x86\x19\xf4\x05\x88F&MS\x13\x0fo\x02 \x04C\x95\xed$)R\xc5G\xe1\x93=^\xca\xd9?\x9eV\xb9U\xb0\x8a\x05\xcb\x05\x92\xe6""\x92\xf8\xbcR'"
"For several years I have used a “Victor” lens, sold with the “Premo” long-focus camera.","b'0D\x02 \x03D\x1e""n\x9e\x86*\x0c\xe66\xdc\xc2k\x07\x89\xc91\xbf\nY\x8e\x89{A\xc5\xd6\xb6e0\x81}\x02 6\xab\xa0\xfe\'\x10+-\xfe\xdc\xfeP\x0eA\x06\x13\xd1!s\xf1\xedT?:\xd9\x91,\x19w#y\xaf'"
"When the conditions are favorable and the subject not extremely difficult it yields satisfactory results.","b""0F\x02!\x00\xf8W\x06\xbcm\xc2\xbe\xac\xd6v\xce;\x10I\xee^\xb4\x82%\xa8\x80\xbd\xaf\xaa\x16\xd3l\xb1\xd8C\xdde\x02!\x00\x8e\xea\xaby\xde\xd8;d\xf8s.5<\x8f\xda='\xe7e\x08\xd0;\xef\x98/\x06\x19\xfbHO\xb8\xb2"""
"These lenses are of the highest grade, and consequently expensive.","b'0F\x02!\x00\xd2\x81\x07>\xaez:?=%\x1d\xc0\xb5\xd4d\xb0t\x93\x03\x18O\xe9l{\x08sc\xa8\xae\xa1\x14+\x02!\x00\xc8\xdbu\xf1e}\xe3\xba\xac\xd8\xfd\x84\xf1\x99b1\xca\xc0A\xd8\xcb\xc37\xe7G\xf1\xf2\x91\xc6\xeb(]'"
"8, time ¹⁄₂₅ second; second,4 fourteen-inch front lens of the combination, stop F.","b'0F\x02!\x00\xbfD\xab\xa00J\x9a\x81.\x993\xae\xfcN\xb6U\xbc\xf20\r\xd3\x1b`\xd6}\xa9\xd5\x86\x00\xa8\xb1\x16\x02!\x00\x8eehR\xf5\x0e\x1a2\xbc\x19\x81fCY\x02\x0b\x85o\x17\x06q|\x96\\9\xd7\xf4\x1d\x94D\xabU'"
"4 of the eight-inch); third,6 telephoto attachment with eight-inch lens, twenty-one-inch bellows, stop F.","b'0D\x02 SB\x80<9\x8fD\xb2=\x0f\xc8\x03\xd2""R\xa3RWw\x1a\xf7XS\x9dR\xac\x94N\x87\xe7*2\x02 l\x94\xdf\x0b\xa8z\x00\xf9\xa7\xcf;\n#\x84\xf5\xc2\x10]J\x89\xfc\xa9\n\x9d\xc9\xfd\xe6G\x14\x00\x8e\xf6'"
"8; twenty-one-inch bellows; one second (½ second was later found to be full time).","b'0D\x02 \x1d4\xc2Nz""\x04hQ\xd48\xbb\xb9\xb8\x1cj\x10\xad\x19i\'s\xd3\xb6\xbe_\xae\x0b\xf6\xb6\xe6o\x02 \x1f\xf5F\xa8\x07\x87Q\xc9\xb8\x15-u\x0e\x89E\xa2\x9d\x19/\x851\xe6k\xcd\xe1\xf2\x05F`%\x84\x01'"
"Simplicity and noiselessness are the chief requirements in this kind of a shutter.","b'0F\x02!\x00\xd0k\x0e\xf1/d\xda\xbb\xea\xbe\x03\xcfKv\x0b\x96\x8f9\x9a\x88\xc1\xa9]\x9d\x81c\x82F\xac\xc5U\x91\x02!\x00\xe6\xd1H\x11\xdaj&\x1d\x1f\xbc\xe6\xf9*n\xc3\xef\xee\xf7\x17\xcb\xbag.\xb8o\x18\xe1\x05\x08\x05I\xbd'"
"With any length of over twenty-five feet an extra large bulb is required.","b'0F\x02!\x00\xc3L\xd0{\x12\xb4\xb6s\xbb\x9a\xf7\x16Z\xe1\x9f\x08\xba\xd6A\xf70\xc8_W\x19\x9e?:\x0f\xc8v\xdf\x02!\x00\xbcU\xca\xfa\x88k\x89g\x1dV\xccG\xca\xd5\xbd\xcap\xcc\x96?\xdb\x85\x05\xb0\x8c\xfd\x07\x1cq8\xa9\x9f'"
"The frame should therefore be collapsible in order that it may be easily packed.","b'0F\x02!\x00\xe0\x17\x92 \xd1>\x1c\x84\xb5b?\xcf\x1e\xce5\xd7\xb6A\xc2\xd3\x82\xb7p\x91\x19M<\x05\xfeB\xd2^\x02!\x00\xff\xbb~A6\xbe%y\x92\xeb\x9bs\xbb\xf3\xfe\xbc?T\xdd\xed`H\xce\xb9\xf0UNb\x82W\x83.'"
"” Doubtless cornstalks 24properly arranged would make an excellent field blind.","b'0E\x02!\x00\xab+\xe9\xba\xdbU\\`-\x89\xa3H\xe01qkV\xae\xa4\xa9\x7f\x06\xc9\xaa\x8c\xf9\xb4\t\xbb/\x87\x1b\x02 &\x96\xe5Di\x03\xa2\xc7\x87\xea\xf1tjcA\x99\xa1\xd6\x10\xb1\xf6|\x1d\xbe\xcc\x9dm\x8c5\x810\x8c'"
"It is difficult to carry one of these blinds in addition to a camera, etc.","b'0D\x02 <\xf3w\xc7\xa8\x98%\xe8\x82<n8\xe2\x168(\xa1\x8f\xc4\x85iT\x86 \xd5\x07\x99J7\x88\xc0\x1c\x02 F~\xac\x83H\xb7\xe8,\x14\x83\x10\xee\x05\xec\xa5\x04%=;\x9e=D\xc9#\x85f\xf2\r3\x04\xd7\x8a'"
"The latter should be of plate glass, and measure at least twelve by ten inches.","b'0E\x02!\x00\xfb\xd3\xcf\xd0\\\xe9\xd6M\xe0tU\xdc\xf9a!d\x12\xcc\x02\x92V\xfeI1/\x99lm\xcej\xfef\x02 =\xddK3\x1fX\x10E\xd5\xd9\xbe,l\xa2\xaa,\x81;4\x9f\xb1\\2\x80\n\x7f\xb7u\xa2\xad+s'"
"An apparatus connected with an automatically fired flash-light, has been employed by Mr.","b""0E\x02 '>w&\x06\xc6Gjo\x14L\x06\xf5-E\x8e6\x82)M\xca\xa7]\xb4\xe9\xca\xfe\xef\xf2;\xea\xad\x02!\x00\xee%\x06v\xfd=e\xc3\xa1\xfbSo\xdc\xa9\x17\xeagX\x1b\x19\xcc\xd1\xca8J\x90\xe74\xfcY\xef2"""
"Shiras, of Pittsburg, in photographing deer at night, with phenomenal success.","b'0F\x02!\x00\xfb\x1e\x9d\x1e\x93\xdb/,\xf0\xca\x8fR\x81\x08\x17\x0cp\xad\t\x9c\x9f\xdb\x96N\xd8\xb0%\xe1g\xeaN\x94\x02!\x00\x9bi\xad_\x16\x94\tl8O\x9b\x96\x88l\xe5M\x11[\xf9\x86\x98\xaa8\xbd X\xfb\x19{\xe7/#'"
"Some common types of pollution include air pollution, water pollution, and soil pollution.","b'0D\x02 (\xb0^\xe5\xa1\xb9\x8f\xdc\xbbi]\x80@\xe1T:Q\x8d\x86)\xb0\xa6\x06[YDoJ\xf6\xab8*\x02 G<\x98\xd4Ra_~\x05M\xde\x83\x13\x92\xbe\xe6pT\xc5\x97\xffH\xbd 2\x7fb\xeaT\x9c:\x7f'"
"Pollution is a key issue that has been affecting our earth.","b'0E\x02 {\xcc\xb8n\xd4$V\x1a&\xcf\xdbC\xd8\x89\xe2\x8d\x90\xaazp\x1d\xb5\xe7\x0b\xe2\xa4K\x17\xbb\xbc\x0c\x92\x02!\x00\xb22b\xe2x[\xa8#hZ\x8c\x07\x03\xd1\xc6\xae\x0f\xbe\xfanwF\xdf9\xac-\xa0\xeb\xcdN\xf4\x0e'"
"Several natural processes and cycles get disturbed due to this.","b'0E\x02 44I%]y\xff\x8a\xa4A\xcf\xc2\xaec\x84\xc9T\xa0|\x0es\x1e\xbf|Iy\xf5\xa8\xbff\x8c\xf5\x02!\x00\xfd\x92,,\x13PL\xa3\xf2\xbc%&\xfe\x9a\xcd\xf273^\xa6\xb5{\xf7Y8\xd9\xda\x11\xb9\xbf`\xde'"
"Not only that, many flora and fauna today either have gone extinct or are endangered.","b'0E\x02!\x00\xdf\xb8\xc9\x97\x00\xdd\xfd\xd1A\xf4\x91\x92\x1b\xba\x0c\x9e\xfffo\x93\xe3S\xcd(\xdd\x00\x08\xea\x89z\xa3H\x02 s\xdaRX:\x1a\xd2\xcb\x8e_\x00\xf3f0\x07qe\xbc\xfbB\t\x83\x86Q\xc2\xb2\xc2b\xa1\x9b\xad\xd2'"
"Now it’s time that the administration of these cities prepares strategies to check these issues.","b'0E\x02 r\xec;e\xc4!\x18\xce6\xba\x0c\x98\x13\xf9!\x89\x89\x1d\x0f\xf5\xf4\x01\xac\xb3\x17\x03\xee[E\x13\x8b\xad\x02!\x00\xcf\xab0.7\xd3-\t\xefm\x87\xf5L\xf9kq\x1c\xc5i\xb8\x08\x8c\x85\x85\xd3\xb7\x80\x17|\x18\xceZ'"
"Let’s discuss the all the Pollution types one by one:","b'0E\x02 \x0c\x89,\x83\x13\x94\xdf5-}\xcf\xa6\x8b\xf8\xf2\n\x96%\xaadx\xf0BN\xddA\nC|\xff\xd2\x9b\x02!\x00\x91\xf29\xc6\x05\xf8\x0f\xf8q\xdaF\x16\x0c\t6Z\xff\x1d0\xa8\x1d\x05[\xf13u:\xaa\x950&\x1c'"
"In general, air pollution is caused by the release of harmful substances into the air.","b'0F\x02!\x00\x873oK\xe6\xfeNh\xa4\x0b\xda\xa3b\xc5\n\xaf!.\xadv:\xb3\x13Y\x08\xb7\xa66\xac\x1b)\xa5\x02!\x00\xa6\x95p\x98\x8e\xd0""o*\xe0\xab\x94 !\xcb1?Bz\xd3\xb0%\xc0\xfb\xb5\xe3\xc0\x80\x0f\x11\xe3)'"
"a) Emissions from vehicles, such as cars, trucks, and buses","b'0E\x02!\x00\x9a\xa2\xca\x06p\xaeT\x9ehg\xa0\xc6\xc1\x13\xc6W\xd6B<\x80Ch\xd0A\xbf\x83H\x8d\xe2\x9f`\xd8\x02 [=""\xc8\x1d\xf1\xed\x88(\xd1\xa4\xc5`\x17\x8b\xa8\x8a(\xdaJL\xac\xc7\xac\x8b\xc5\x84\'\r$\x10+'"
"c) Agricultural practices, such as the use of pesticides and fertilizers","b""0D\x02 \x12')\x99\x07ZU,\xcd\x1c\x1a;\xd8\xf3m\xc7Wb\x19L-m\xb9V\x92\x04\xd3\xc9\x12p\xad\xe6\x02 z \xad\x0bb\x10cM\x021\xfam\x16\xaes\x94\xdd5\x99\xeb\x1c\x8b\xde\xf7\xee,9Oe\x8c\xf4;"""
"d) Household products, such as cleaning supplies and personal care items","b'0E\x02!\x00\x80R\x1f\xce\xd64B\xc5L\x9b7\xa6\xa7\xdc9\xf5*\x14\xc7\xca\x8cqsQn\x9azB\xf5\xf3\x94|\x02 z` \xf8\xd3\xd4i\xf7\xd7\x07\xb5\xf6.\xc2\xc2!""\x99H3?s<uFV\xb8\x92\x8a(\x94e'"
"Oil spills can have serious negative impacts on the quality of water.","b'0D\x02 \x01X\xc6\xb4\xa0\xdf\xb1\xda\xbd\xc0\xdd\xff\x0bsM\xb0\xa0\xa5\xd9P\xcb\xb7r\xf8\n|\xb7\x98q\xa3\x06\xba\x02  \xa2\x11L2|\xeb\xcaz\xec\xb6$\xf6\xf8]2\xbc\x8d\xa3\xf6\xb6 \xafmB\xab\xf7\xd5\xae\xac\xd8{'"
"Nowadays, several urban areas are facing unwanted glares in excess amounts.","b'0D\x02 8\x0fX!\xd5#=\xf3\xd60n\xe9\x93\xf25\xec9_\xa1\xfb\xe6:OGg\x05+]\xcd\x95:\xf9\x02 1\x9f1\x1b\x85\x98>\x9dV\x90\xb3\xd4\xfa\x8c\xcd\xbc-g\xcb\xc6:\x80u\xa5w\xcc\x02\x00\t\xdd\xf6\x1c'"
"Once it enters the earth’s atmosphere, eventually spreading across the globe.","b'0E\x02 \x08XF\x996\x0f\xf2\xa7\xf6\xa4\x8d\x01\xdcQ\xd2Ju\xfb\xa7\xac*\x1c\x0c\x8d\xf7\x8a\x07v\xd1:P\x8c\x02!\x00\x9a\n\x95\x0b\x89\xee\x94\x92\xbeI\x92J\xa9\xe0<5\xf4\xd4e\x02R\x82\x9f$\x9dK\xcd\xe4\xa6\x96AN'"
"It also ordered the closure of several coal-based industries in Gujarat that caused air pollution.","b'0D\x02 \x15:\xa6\xa5\xd8,es\xe0l-l\x84*Ka\xbd%\x8f\x01\x1c\x04\xce\x0fl\xee\x1e\xeb\xb0\r\xf7J\x02 z\xdc\xd4q3\x9b\x8a\x02\x93H\x93D>G\xf1d\x834)\xff\t\xb1{\x06\x1d\xed\n~/\x1b\x83\x8b'"
"Other sources of alternative energy are biofuels, Wind Energy, Hydroelectric energy, etc.","b""0E\x02!\x00\x8fqud\xbc\xf8\xc1\xec\xdd\xd5\xadM\x00\xca=\xfa\xe4\xb4\x12\xaeH\xbb\xdelE\x8d\xfe\xc6e\xd8\xdf\xbe\x02 \x17'\xd7g\xed8\xa1!\xef\xf9\x91\x06&\xd7\xa5\xe8\x87\\r\xfe\xed\xac\xd7~GD\x07\xe9\xc6\xb5\x80S"""
"Similarly, the particulate matter emissions will come down by 80% in cars.","b'0D\x02 \x06\xb0\xd0\x18\xeb\x86\x83~\xee\xf2\xab\x1dl\xfe\xc2&\x89\x14\ts\x8c\xdf(\x92\xcc\xd0\x043\x82*<\x1f\x02 \x02w\xf9<\xdd\xb6\xca\xac0*.\xb3w\x981\x92\xfd\x17\x1fF\x1e0\xdd\xef}\xb8\x1c\xf0\xe3\x87B\xf3'"
"Few of the important ways to curb all kinds of pollution are:","b'0D\x02 \x06N\xd8\xa5\xb1\xaev\x868O\xfd$M\x11\x8c5\xb5\xb5\xc4h\xf73\x10\xd8\xe0\xdb\x05.\xcc\xab\xc3Q\x02 MJ\xb5@\x1c\xead4\x9c\x90\xael\x9b)\xa3\xf7O}\x13O\x11C^\xd5N1~\x80P\xb9;\x1f'"
"Limit the Use of vehicles: Vehicles are a major cause of pollution.","b'0D\x02 z\x06\xfa&6\x83\x1bj\x95\xc0\x97\x1f\xd2)\xe9\xee\x88s1\x1a\xdc\x13\xbf\xd4\x9a\xa2\x07Zj+\xf4;\x02 E\xdc\xd5\x93\xafJFG\xc1\xeeB@\xb7Y\xec\xd4n\xff\x14\x9dp\x1eci\xa3lo\xf1D\x033<'"
"If possible, try to substitute them with electric vehicles for personal use.","b""0E\x02 P7\xa7\xb4hi\xc6_n\x8b\xe3\x96/T\x7f\x89\x85\x01\x8c\xcfL\xfd\xec\xd7\x14\xef\xd3\xaa\xdf\x0c{@\x02!\x00\x8bJ\xc5-}|\x10\xe2@'5R\x9e\xd8\x00f\x1eIO1\x15O\xc9\xdd\xa4]\x88\xa8ya\xc6\x10"""
"Use public transportation or carpool can help to reduce air pollution caused by vehicle emissions.","b'0D\x02 \x10\r\xd2\xecf\xb6\xe1Y$\x82y\\\xa8\xc8\x1b\xa8\xc9\xef\x16vc\xd6\xa0\xf3\xcf{\xd6U@\xd85\x86\x02 \x04\x8d[\x91\x03\x7f\xf1\xfa\xfc\xf8!l\x02\r\xf7\x1b\x83\x00\x84 {\x81DC\x8e\xb5\xc0{$lq\xda'"
"We should dump the waste instead of throwing it here and there.","b'0F\x02!\x00\x92\xf1\x1b\xbfD\x1a\xc3\xa8AN\x81\xcetl\xdd\xe9^\xf6G\xfe\x8b\x07gg\x8f#\x0b\xec\xf5$\x80\x9f\x02!\x00\xc4""x\x19,\xf6NK,&\x82S\xb6\xf4!\xba{Vp\x8c\xd80\xf1\r\x93v\xba\xa7\xd0ly\xc2'"
"We need to either dispose of it properly or donate it for recycling.","b""0E\x02!\x00\xe8\xf9\xb4Kb%\x15%\xf84'7\x0f\xach\x13\xcf\x87\xa4\xbe\x8d\xbf\xe8\xc8y\xbd\xce\x1d\xc1@\xefr\x02 #\xd9\xf1,\r\x96v'l\x1cw\x8f\xf4H\xcb\xe7\xd3\xff\xb6#P\x92\x0b`#\x99\xca&\x92\xca\x90Y"""
"has led to an increase in different kinds of pollution.","b'0D\x02 ;\xc8\xda\x16Q\xe0\xdc\xd4\xa0\\\xdf\xca\x84\x8d5\x82q\x11\xe8\x1d\xb2\xfd\xb79+\xe1/X\xa6\xa6WF\x02 \x06\xc0\xcbY\xa0\x98\x1eT.2\x14[`\xc9\x90\xfb\x1c\xcf\xf44\xac\x8eP\xb0.\x14{\xaf\r\xd7\xc3\xe2'"
"Plants absorb harmful gases such as carbon monoxide and carbon dioxide, etc.","b""0E\x02 Z\x0b%}\x82.\xfa\xe1\xa4\xfb\xe1\x9b\xe3(\xb0\xb3\x0fx\x05\x8f\xf4\xc8\xeeH\xa5}d_/\xfb;\xf0\x02!\x00\xa1~.\x14\xd4\x01\xbe\x08\xb9\xc6\xff\xf2GK\xdfh{2\xca$7\x82\xb4\x7frl\xca\x7f\xdd'\x81,"""
"It is important that we follow the suggested measures to curb this issue.","b'0F\x02!\x00\xbd\xbf\x82\xfb\xcf3\x1b\xc1Gs\xce\xc0\xa0\x15\xa9\x1e\x9b\xc4\xbe\x11\x8e\x95\x86\xce6d\x02\x8dZK\xca\xf9\x02!\x00\xe5\x90\xec\xe8\xd5\xae\xd8\xbaus\xf6\xc6\xf2A\x84\xd2w\xc0\xc4\x96\x03VV\xa7j\xa9F\xa1\x06\xe5\xd8\x92'"
"Its our responsibility to make our place a better place for living.","b'0D\x02 \x17\xc8\xced\xfe\x11\xb9\xa1a\x12\x94$7\xa4\xdc~\xa82\xba\xfe\x1a}\xdd""\xd6O\'\xe4\xcbht#\x02 Wph`\t\x80b\xb4:a\xef\xb4\x9b\xa4Z\x00\xcc\xaa\xcf\xd6\x83\xf0\xcf0\xdf\xd0A[\xd6zB\x97'"
"In order to make the Earth survive, we have to stop polluting it.","b'0F\x02!\x00\xa3\x13S\x1b\xd2\xabi\xf4\xee\xf5\x16\xdb\xf5\xfb\xf6\xf5M\n\xcc=o\xf5|\x17\xe0\xbb\x80\x1b\x8b}~\x1d\x02!\x00\xbf\tP\xc2\xf9\x02;\x97\x89\x9d\xa6\xdbE\x83\x96\x8f\xbb\xd4Z\xd6\xb3\xe8\x96>\x11\xefJ\x14\x0c\xdc\n\xd2'"
"Hard work and persistence always lead to success, no matter the obstacles.","b'0D\x02 \x19\xd3\x8b\x19y\xa1,\x08\xe1\xa2\xbc\xb1\xbd!\xa7l\xb7Cv\xb8\x9f\x0cL\xd2ij\xe4\xa8,\xbb\xcb{\x02 O\xd1\xf9\x18\xe5\x91\xfbW\x0f\xac#\xa6v\x94\xe2\xdb]U\xe2\x02,\x11Y\x0et\xbdc\x9e\xa0h\xa5\xa0'"
"Every great achievement starts with a small step toward an uncertain goal.","b'0E\x02 \x14:\x16\xd2X\xf7\xd1\x18r\xfep`\\\xcaX\x05a\xdb\xe5\xdc\xc9\x81\x9c7\xcb\xb1\xf8\xc6A\x1a\xf3{\x02!\x00\x9e\xbam\x9b\x04T\x8a\xf7\x8c\xd5\x8e\x865;PB}^,\x8a\x19\x9d\xbf\x0e\xb6\xe3\xce\xa9(\xd7\x8b\x84'"
"True happiness comes from within, not from external circumstances or possessions.","b'0F\x02!\x00\xa3\xca(\x168\xbc\x03\xbd\xe0b\xb76[(\x90\xf5,CJ0W*\x02\xce\x87rAtO5bf\x02!\x00\xcf@\xa2\xdcY\xfc\x97\xb9\xd8\xd0\xa1p5\xfa)\xf2&\xce\xb9\xd8\xae<\xdcGU\xad\x88]\x9ba\x05-'"
"Dreams remain dreams unless you take action to bring them to life.","b""0D\x02 \x1c\x95\x05%md+\xd6\x01'\xb6\xf36\xdf\xea\x0fB\xaf\xd6\x98\x07#|\xff\xee\xd5\xd8\xc1V\xd4C\x97\x02 S\xa9\x80\x87;\x98\x8c\x95\xb7\x16\xae\x84\xe8\x99\xd4\xdd\xf6\xc6$\x84Th\x1d3\xe9\n\xfa\xaf\x06N\x0e5"""
"Time is the most valuable resource; spend it wisely on things that matter.","b""0F\x02!\x00\xf3<?\xb5NP\xee\xa8<\x83k\x12\xc8e\x06\xaa\xad[\x1c\xb6$/y/\xc3\x9f\x1b\x98\xf8\xf9<\xdb\x02!\x00\xe7'\x1a\x13\x96\xcd\x17\x80\xf9\x99\xcd\x14N\x1f>\xf2\xf9\x82I\xca\xb4\xac\x007\xb2\x9e\x80\xe7\x0fm\xc8\xef"""
"A positive mindset can transform failures into valuable lessons for future success.","b""0E\x02 \x04#'\x95\x9d\xcfv_\x96]\xdd\x18 \x87_$\xb2\x15\xe51\xc43:N>ql\x93\x04\xd1lQ\x02!\x00\xe6\x15\xefs\x08\r_tj\x04U\x11\xe3\x1f\xf8\x0730\xe7\x14\xd7\x9f\xf2\xd1\xc4\xdc#\xba\xb0\xadwH"""
